Employee_ID,First_Name,Last_Name,Age,Gender,Company,Department,Job_Title,Experience_Years,Salary,Joining_Date,Location,Performance_Rating,Work_from_Home,Education_Level,Programming_Languages,Project_Count,Certifications_Count,Leaves_Taken,Last_Promotion_Year,Bonus,Stock_Options,Hours_Worked_Per_Week,Client_Interactions_Per_Month,Manager_ID,Team_Size,Marital_Status,Email,Phone_Number,Employee_Type,Previous_Company,Skill_Level,Onsite_Opportunities,Remote_Work_Preference,Last_Appraisal_Score,Company_Branding_Score,Employee_Satisfaction_Score,Resigned,Company_Revenue,Company_Profit_Margin,Company_Size,Stock_Performance,CSR_Ranking,Employee_Turnover_Rate,Avg_Tenure,Attrition_Rate,Company_Growth_Score,Work_Life_Balance_Score,Diversity_Index,Innovation_Index
66b909d5-2208-48fa-abad-eef394b9e1bf,Ryan,Gordon,49,Male,Google,Sales,Sales Executive,15,163628,2022-07-15,West Crystal,5,Yes,Bachelor,None,1,3,20,Never,39816,83,48,49,2914,10,Single,ryan.gordon@google.com,835-252-9553,Contract,None,Beginner,Yes,No,81,65,5,No,595861831,15.09,63402,Up,54,23.13,13.0,16.26,52,3,0.34,0.99
207b20f7-86d2-495b-a799-2c7ccbc519dc,Anita,Maldonado,48,Other,IBM,Sales,Data Scientist,4,159035,2023-03-10,North Brittney,3,No,Master,JavaScript,12,3,25,1981,34926,52,39,27,8950,21,Single,anita.maldonado@google.com,572-325-7462x826,Contract,Microsoft,Intermediate,Yes,Yes,79,78,4,Yes,362091770,11.16,227087,Stable,48,8.71,14.58,10.47,62,7,0.78,0.08
0a4e6bee-9fa2-4cf1-98d3-f93a15b1879c,Lauren,Campbell,38,Female,IBM,Sales,Data Scientist,5,130081,2021-10-11,Juliaton,3,Yes,PhD,Java,20,1,24,Never,16046,3,40,5,5299,14,Single,lauren.campbell@google.com,+1-864-382-2624x5484,Full-Time,AWS,Expert,No,Yes,56,72,9,Yes,336756632,41.67,453942,Stable,95,22.53,8.48,32.32,82,6,0.18,0.72
c3508b68-4538-4dc2-b126-c1e9cafb80d5,Richard,Dunn,33,Other,Google,HR,HR Manager,12,238250,2016-03-29,Brianton,2,Yes,PhD,C++,18,8,18,2001,8552,22,39,11,1659,31,Married,richard.dunn@tcs.com,001-654-973-6397x6816,Contract,TCS,Beginner,No,Yes,51,74,6,Yes,50537584,38.07,416022,Stable,48,17.44,14.64,34.32,95,9,0.15,0.68
5df6a2c2-9e50-4449-b385-cea649375bb9,Melissa,Calhoun,29,Other,AWS,IT,Software Engineer,31,158692,2023-05-08,Morrisburgh,3,No,PhD,None,18,7,3,Never,24669,44,37,11,7543,44,Married,melissa.calhoun@ibm.com,187.982.8354x223,Contract,IBM,Expert,No,Yes,68,88,6,No,791149519,38.76,99037,Stable,88,34.77,11.93,8.0,59,6,0.43,0.98
4c8e1121-06b0-4eb5-af84-d63d6d821b43,William,Rivera,32,Female,Google,HR,HR Manager,29,152641,2021-02-04,Port Veronicafurt,5,Yes,Bachelor,Java,6,6,27,Never,26207,72,56,38,9492,44,Married,william.rivera@google.com,(294)408-1085x6368,Contract,AWS,Intermediate,Yes,No,92,88,3,Yes,302541130,10.05,466375,Stable,88,7.34,4.58,24.42,87,4,0.19,0.33
1dac7253-4638-497d-8d56-7435951298e8,Marcus,Robinson,37,Male,Google,Marketing,HR Manager,7,197791,2021-08-19,North Mariachester,5,Yes,Bachelor,None,4,7,6,Never,38139,68,55,43,8824,43,Married,marcus.robinson@ibm.com,(113)502-5689,Contract,None,Expert,Yes,Yes,98,56,10,Yes,220551832,37.97,196030,Stable,43,15.93,12.11,23.55,79,4,0.03,0.41
8c6296a5-bb36-4d70-9861-f4595d04e74e,Amber,Romero,25,Other,IBM,Finance,Software Engineer,34,163181,2022-08-06,Lake Michaelmouth,1,Yes,PhD,JavaScript,2,2,6,1994,2681,41,46,38,1278,44,Widowed,amber.romero@tcs.com,552-780-9929,Intern,TCS,Beginner,No,Yes,53,87,8,No,550461166,32.41,364194,Stable,94,5.63,1.22,11.08,90,4,0.77,0.29
705a4235-3df7-4e1f-a96b-78bbbe1877e7,Sheila,Martinez,39,Female,IBM,Operations,Software Engineer,22,95275,2022-03-24,Lake Sheriton,5,Yes,PhD,Ruby,19,1,22,Never,31208,96,60,21,9986,22,Widowed,sheila.martinez@ibm.com,001-593-662-2445x7066,Full-Time,TCS,Beginner,No,No,75,86,10,Yes,214295331,40.95,421815,Down,30,25.2,12.06,16.95,74,6,0.5,0.71
fc7b5e2d-e1fb-4896-95ba-9e28c35a2389,Teresa,Johnson,58,Other,AWS,Marketing,Data Scientist,19,129581,2018-05-09,Vaughnhaven,1,No,Master,Ruby,19,10,18,2021,4959,84,35,8,6002,9,Widowed,teresa.johnson@google.com,001-046-131-4443x115,Contract,TCS,Beginner,No,Yes,58,100,4,No,260734254,6.21,187269,Down,17,33.21,14.81,11.36,92,3,0.24,0.21
67a3c533-8ab6-4b4b-b208-1e004c2f2ab9,Alicia,Callahan,53,Female,Google,Finance,HR Manager,15,167025,2018-03-01,Prestonstad,4,Yes,Master,Java,6,3,30,1998,17897,29,55,24,1712,34,Divorced,alicia.callahan@microsoft.com,629.046.5717x20357,Full-Time,None,Intermediate,Yes,No,86,80,9,Yes,481561139,27.86,278204,Up,16,31.91,12.17,25.27,87,8,0.21,0.94
815062f1-053e-4ceb-b0b4-c42d94c50e61,Edward,Long,27,Other,TCS,Operations,Software Engineer,11,85707,2021-12-25,Port Cynthia,1,Yes,Bachelor,Ruby,11,5,22,Never,7253,9,34,6,6013,10,Divorced,edward.long@aws.com,690.655.2720x60294,Contract,AWS,Expert,No,Yes,73,72,6,Yes,900968074,48.36,23783,Down,27,17.96,9.75,6.18,85,6,0.32,0.25
e34c6bf6-7833-40d1-827c-a55b77de07f2,Joshua,Rivas,36,Male,TCS,HR,Financial Analyst,30,130417,2022-10-27,Andersonside,2,Yes,Bachelor,Ruby,9,5,28,2015,38355,40,39,5,4052,13,Divorced,joshua.rivas@google.com,880-572-8937,Intern,None,Intermediate,No,Yes,69,89,8,Yes,208031774,34.34,52385,Down,82,23.77,14.73,24.54,56,3,0.35,0.58
8412466c-84b6-41ac-8c83-621cbb0747c0,Martha,Barker,41,Female,Google,Operations,Software Engineer,4,108669,2023-05-20,New Toddmouth,3,No,Bachelor,C++,0,3,30,2022,46772,72,38,43,3978,17,Divorced,martha.barker@google.com,864.627.5420,Full-Time,AWS,Beginner,No,Yes,100,76,7,No,671590257,24.41,114287,Up,49,23.15,7.85,21.04,63,5,0.96,0.02
96ccd09a-b6b4-413e-89a4-fbb1c12b2a50,Melissa,Rogers,40,Other,Microsoft,HR,Software Engineer,18,182880,2021-06-28,South Aaronton,2,Yes,Master,JavaScript,2,9,25,2020,11365,23,45,20,4680,26,Married,melissa.rogers@tcs.com,6025551483,Intern,AWS,Expert,Yes,Yes,55,100,2,No,617195689,10.12,344573,Down,81,5.03,12.9,28.26,83,4,0.21,0.84
4b78d816-d925-4ca6-9394-de4f51d08055,Michael,Garcia,52,Female,AWS,IT,Software Engineer,5,64158,2017-07-19,South Williammouth,1,Yes,Master,None,5,3,7,2000,8878,66,33,24,1999,28,Married,michael.garcia@aws.com,+1-859-444-1486x2813,Contract,Microsoft,Beginner,No,No,88,68,9,No,24665160,32.86,78343,Down,37,15.04,11.92,28.9,90,7,0.18,0.85
058122a1-4a84-41c1-a973-985c6fd6f8e9,Randy,Carter,28,Female,Google,IT,Financial Analyst,10,157865,2019-06-26,Stoutberg,5,Yes,PhD,Java,8,6,27,2005,2290,11,42,9,9174,47,Single,randy.carter@aws.com,001-517-003-6343x25531,Full-Time,None,Intermediate,Yes,Yes,97,74,6,Yes,161709743,39.06,283619,Down,98,12.14,5.65,10.78,50,6,0.33,0.69
c0543e03-2c12-4f27-a5d0-14e3f5289ace,Darrell,Bowman,31,Male,Microsoft,Finance,Sales Executive,0,178063,2019-12-22,Josehaven,4,Yes,Master,Python,5,0,23,1981,44909,96,59,50,1815,1,Widowed,darrell.bowman@google.com,244-432-6526,Contract,None,Expert,No,No,98,75,7,No,357627875,18.2,182583,Down,85,9.72,3.19,16.4,84,10,0.83,0.72
9c5dc055-d006-4904-9bbf-96d59e72c28d,Sarah,Mclean,48,Male,Google,Sales,Financial Analyst,6,85073,2018-07-01,Lake Steven,4,Yes,Master,Java,12,7,20,1984,10003,33,36,20,6796,33,Divorced,sarah.mclean@tcs.com,001-271-207-4075x205,Contract,AWS,Intermediate,Yes,No,87,50,5,No,418830895,34.15,126715,Up,32,24.1,10.85,19.72,69,10,0.68,0.81
f5ce999b-d426-4114-9b71-93dcded72112,Renee,Prince,26,Female,Google,Operations,Data Scientist,9,153467,2015-05-03,Christopherberg,4,Yes,Bachelor,Ruby,11,9,7,2006,48305,87,46,35,8395,29,Widowed,renee.prince@aws.com,127-055-0748x55136,Full-Time,Google,Expert,Yes,Yes,58,69,10,No,672599343,46.34,169219,Stable,35,23.72,1.97,21.47,60,6,0.56,0.13
0b12c793-e592-4ffc-8299-9ca48010254e,Jessica,Navarro,35,Female,TCS,Sales,Software Engineer,35,100234,2022-07-23,Lake Alan,2,No,Master,Java,2,0,28,Never,48989,35,56,35,4631,17,Divorced,jessica.navarro@microsoft.com,001-675-130-6188x19528,Full-Time,Google,Intermediate,No,No,86,55,10,Yes,404799561,39.03,58840,Up,82,30.39,14.47,22.37,77,4,0.9,0.81
1f445170-d627-4297-b5ad-f3eb7118f6c8,Patricia,Reynolds,55,Male,Microsoft,HR,Software Engineer,10,232016,2019-09-23,East Alan,2,Yes,PhD,Python,12,6,19,2019,16050,41,41,27,3553,13,Married,patricia.reynolds@microsoft.com,702-691-3428x2469,Full-Time,AWS,Expert,Yes,Yes,65,64,6,No,992478175,5.48,415396,Up,85,10.79,9.28,19.29,67,5,0.88,0.24
d8b59628-51df-463b-ad55-cf55e96efa7b,Jennifer,Torres,57,Female,Microsoft,Marketing,HR Manager,8,98853,2021-09-21,East Kristenville,5,Yes,Master,Java,4,2,24,1978,12166,4,37,18,3132,50,Single,jennifer.torres@microsoft.com,963.922.9671,Contract,None,Beginner,Yes,Yes,90,50,8,Yes,727787687,26.66,351097,Up,86,34.52,3.93,24.35,72,3,0.37,0.13
9e7afdd0-b703-42c9-9372-adbb974fe000,Joseph,Byrd,55,Female,Google,Sales,Sales Executive,21,120094,2021-07-27,Mendozaburgh,4,No,PhD,JavaScript,8,10,11,1975,2281,53,37,1,2663,22,Single,joseph.byrd@google.com,001-604-325-2622x043,Full-Time,AWS,Expert,Yes,Yes,65,82,7,No,270738394,40.39,439584,Stable,30,14.63,4.59,12.4,68,5,0.06,0.8
8007ea1e-026a-44c6-aa89-c786b4945b6c,Richard,Bernard,57,Other,IBM,Sales,Sales Executive,5,207979,2023-10-13,East Eric,4,No,Master,Python,6,8,0,2010,8942,81,58,28,2394,38,Divorced,richard.bernard@google.com,+1-055-853-9388x5894,Full-Time,AWS,Expert,Yes,No,54,73,5,Yes,721538511,44.42,354572,Down,23,19.97,12.35,18.12,68,1,0.1,0.78
b45e4ece-cdfe-4e46-938a-f80bfcd1fd54,Don,Davis,40,Female,IBM,IT,Software Engineer,0,74999,2025-01-20,South Christopherville,4,No,Master,Python,19,1,21,Never,16326,1,57,16,3863,11,Married,don.davis@tcs.com,898.519.7583,Contract,TCS,Beginner,Yes,No,94,83,2,Yes,963274101,35.94,47795,Down,42,5.16,1.22,33.88,97,2,1.0,0.6
036c7e55-66d9-4918-b1a3-a3203ce491cf,Ryan,Crawford,29,Male,Microsoft,HR,Data Scientist,11,175399,2022-07-24,South Philliphaven,3,No,Bachelor,Python,19,1,10,1999,14950,23,41,9,4043,7,Single,ryan.crawford@ibm.com,(591)494-2913x575,Intern,Google,Expert,No,Yes,66,98,10,Yes,246034018,22.63,14508,Down,98,29.49,14.22,32.14,99,7,0.46,0.19
08b329ca-8842-42e1-9884-7ae595a4ef69,Teresa,Parker,51,Male,AWS,IT,Data Scientist,31,214885,2017-03-06,New Brandon,2,No,PhD,JavaScript,9,2,7,1986,46011,56,54,43,5104,42,Divorced,teresa.parker@ibm.com,(413)065-5246x078,Intern,AWS,Beginner,No,Yes,88,100,10,No,532011661,24.38,430150,Stable,12,13.32,11.8,13.15,88,2,0.45,0.61
a80f88f1-9cde-408b-9f4b-2919c4cdd76a,Nancy,Pierce,25,Female,AWS,IT,Software Engineer,9,153847,2017-02-21,Lake Seanfurt,4,Yes,PhD,None,10,5,16,Never,5258,80,32,50,7494,43,Widowed,nancy.pierce@microsoft.com,+1-186-740-2310x61033,Contract,AWS,Intermediate,No,Yes,56,69,6,No,402020198,19.99,108915,Stable,44,37.96,9.3,29.38,65,2,0.86,0.01
a5d9a4b9-367a-47e0-ad32-d16a2e6f9df3,Cory,Velez,47,Female,TCS,Marketing,Sales Executive,28,111756,2021-09-23,Lake Sonya,3,Yes,PhD,C++,11,3,4,1970,5211,39,45,25,6753,26,Widowed,cory.velez@microsoft.com,(298)444-9069x30083,Intern,IBM,Intermediate,Yes,No,90,72,1,Yes,936028604,37.73,142723,Up,59,9.14,2.68,6.04,97,1,0.42,0.97
a7dffc24-37ca-40bf-bc88-de3d4d99bdb3,Lisa,Gonzalez,22,Male,IBM,Operations,Financial Analyst,15,139516,2023-12-13,North Tiffanyborough,5,No,PhD,None,7,8,12,2008,20273,25,33,1,4002,30,Single,lisa.gonzalez@microsoft.com,638-443-3714,Contract,IBM,Intermediate,No,No,80,89,2,No,767849030,14.61,481958,Stable,40,20.43,3.09,15.27,92,2,0.95,0.28
ff97ca3d-7658-445c-b9d7-71df80ffdc65,Carlos,Stevenson,48,Other,AWS,IT,HR Manager,2,152879,2015-02-06,East Craigland,3,No,Master,Python,7,5,7,Never,15607,29,33,11,5571,26,Married,carlos.stevenson@aws.com,001-533-515-9468x2036,Full-Time,Google,Beginner,Yes,Yes,55,87,2,Yes,403355925,23.26,134082,Stable,60,17.06,14.82,16.34,100,7,0.19,0.42
a8bd5f78-2ba6-4ba9-9864-55edb3f52b0b,Tony,Crane,30,Female,AWS,Sales,Data Scientist,32,222221,2016-04-01,North Stevenburgh,5,Yes,Master,Ruby,12,8,1,2017,41462,24,41,36,6666,11,Married,tony.crane@google.com,912-586-1938x5118,Contract,AWS,Intermediate,Yes,Yes,57,94,2,No,871429317,12.29,229113,Up,20,26.69,2.63,17.49,65,3,0.1,0.33
b49a3d5e-3800-4b20-90cd-5554ec8d685c,Brenda,Townsend,35,Male,TCS,HR,HR Manager,17,241238,2022-08-24,West Kim,2,No,Master,Java,3,1,14,Never,30659,52,41,18,5732,48,Divorced,brenda.townsend@tcs.com,+1-043-146-6322x6226,Intern,TCS,Beginner,Yes,No,81,90,5,Yes,848646051,44.06,19443,Up,63,16.28,4.73,15.46,69,4,0.59,0.0
b447cac3-bb38-4ed5-b513-34f2bdc3ad80,Rose,Boyer,23,Female,AWS,Finance,Sales Executive,5,71073,2021-01-25,Patricialand,5,Yes,Bachelor,Python,17,4,26,2010,25262,56,60,44,4423,47,Divorced,rose.boyer@aws.com,175-606-1555,Contract,IBM,Expert,No,No,91,73,9,Yes,761376275,6.52,77743,Up,63,30.04,6.01,16.08,71,1,0.5,0.15
c728622f-96a9-4912-80d0-4fec23e4705a,Jesse,Mccormick,44,Female,IBM,Operations,Software Engineer,1,195298,2016-01-23,West Eileen,2,Yes,Bachelor,Python,17,4,9,Never,29742,18,37,43,7129,29,Single,jesse.mccormick@tcs.com,001-844-110-2424x208,Intern,None,Beginner,No,Yes,85,91,1,No,209214886,7.62,112120,Stable,84,6.78,3.23,14.78,93,2,0.84,0.6
989b6b6d-f6be-4a93-bb2b-e2b0022d7380,Thomas,Carpenter,32,Male,Microsoft,HR,Financial Analyst,1,46078,2017-04-16,Goldenton,4,Yes,Master,None,5,4,26,Never,39635,32,51,26,1167,40,Married,thomas.carpenter@ibm.com,+1-495-783-6541x316,Intern,None,Expert,Yes,No,61,61,4,No,603214330,38.39,400114,Stable,95,32.44,13.2,11.92,87,7,0.93,0.88
82e93ffb-38e0-4cf5-bf09-382a91c54037,Cynthia,Schneider,33,Female,TCS,Sales,HR Manager,1,104302,2022-11-30,Anthonyburgh,1,Yes,Master,Ruby,11,3,13,1972,13790,53,37,10,4753,8,Single,cynthia.schneider@microsoft.com,001-690-671-6057x99569,Contract,IBM,Expert,No,No,66,98,7,Yes,701342763,22.23,181635,Down,49,11.72,4.14,29.74,95,3,0.45,0.16
9cf58dcc-c6c2-4581-934b-417ed174906f,Kyle,Swanson,30,Male,Microsoft,Finance,Software Engineer,20,177804,2023-01-05,Port David,2,Yes,Bachelor,Java,8,2,8,Never,15862,62,46,48,3450,16,Married,kyle.swanson@aws.com,531.061.3022,Intern,Microsoft,Beginner,No,No,99,78,4,Yes,775455000,39.49,87617,Stable,86,14.48,3.8,27.73,87,4,0.29,0.85
92e08c45-45d1-4a8a-b1a8-c5de33b94d6e,Leslie,Watson,47,Female,IBM,Marketing,Data Scientist,10,206036,2016-09-04,Lake Keith,3,No,PhD,None,17,10,30,Never,16029,58,47,22,8943,3,Divorced,leslie.watson@aws.com,+1-302-781-9222,Full-Time,AWS,Beginner,Yes,Yes,83,72,4,No,295311781,45.95,339184,Down,65,20.21,9.83,32.19,77,8,0.11,1.0
46f3cf7d-4fe7-4f5a-a151-19cd661dced3,Katherine,Torres,34,Other,AWS,Sales,Software Engineer,17,56896,2016-07-22,Rogerberg,1,Yes,PhD,C++,17,5,20,Never,3422,74,55,14,3802,18,Divorced,katherine.torres@aws.com,(590)067-9529,Full-Time,IBM,Beginner,No,No,81,79,10,Yes,720004434,18.18,163587,Down,48,12.39,13.61,8.74,82,10,0.57,0.84
2de36523-7b1b-4d49-b05a-814690d1e0dd,Andrew,Patel,57,Female,IBM,Operations,Software Engineer,27,31087,2022-12-11,Michaelshire,3,No,Master,Ruby,3,0,15,2012,6932,76,52,6,9022,20,Single,andrew.patel@tcs.com,(331)247-4458,Full-Time,AWS,Intermediate,Yes,Yes,58,84,6,No,123187660,45.71,392894,Up,63,29.15,7.37,27.5,58,9,0.6,0.33
205c7844-56ea-4972-89f9-88eb1f9942a8,James,Hebert,44,Female,Google,IT,Sales Executive,33,116296,2018-11-09,Richardston,2,Yes,PhD,None,14,9,14,Never,25343,1,32,45,7024,44,Single,james.hebert@microsoft.com,(146)125-2714,Full-Time,Google,Intermediate,Yes,Yes,59,98,3,Yes,573701552,5.66,370059,Down,22,26.02,14.38,23.65,56,7,0.03,0.52
087782a0-bfe2-404e-9423-23b90aaa932b,Jessica,Mcdonald,29,Female,IBM,IT,Software Engineer,4,220894,2023-04-22,Melissachester,1,Yes,Bachelor,Python,0,10,9,1984,31513,11,42,41,7520,23,Divorced,jessica.mcdonald@aws.com,(442)895-2659x313,Full-Time,IBM,Intermediate,No,Yes,82,58,5,No,259106722,35.94,55487,Down,30,13.8,6.64,19.41,79,6,0.83,0.47
7e0d6804-0080-4583-93b5-5677e74dd26b,Chad,Reed,24,Male,Google,Marketing,Software Engineer,27,80484,2022-03-01,Bradfordton,5,No,Bachelor,Python,5,0,2,1991,6816,90,49,17,9702,37,Married,chad.reed@ibm.com,001-421-969-1083x91958,Contract,None,Beginner,No,Yes,54,57,10,No,895937472,41.72,245624,Stable,53,18.43,5.48,32.79,81,4,0.12,0.69
2bc425ed-a6f2-4f7b-9018-61567c439b4c,Jason,Ward,45,Male,IBM,IT,Data Scientist,29,96874,2017-10-04,Mcdanielfort,1,Yes,PhD,C++,8,7,17,1988,14604,63,58,1,6623,38,Widowed,jason.ward@microsoft.com,533.367.4685x3726,Full-Time,Google,Intermediate,No,No,89,100,9,No,759027863,21.85,334865,Down,4,20.44,13.24,5.61,96,3,0.65,0.09
d50d225a-ab6b-4b60-9db0-0bd17bc8be73,James,Hernandez,24,Other,AWS,Finance,HR Manager,12,127323,2017-07-15,Thomasmouth,4,No,PhD,Java,7,6,14,Never,42236,87,52,44,4014,11,Single,james.hernandez@ibm.com,+1-274-601-3374x09956,Contract,AWS,Expert,No,Yes,100,89,6,No,636663355,8.06,224594,Up,33,12.14,7.8,32.04,51,10,0.69,0.39
235377c4-8057-483b-bb52-ef108de5fb3f,Jesse,Liu,30,Female,Google,HR,Sales Executive,31,104536,2017-09-15,Port Justin,5,Yes,PhD,C++,20,1,18,Never,16868,5,51,17,8276,4,Married,jesse.liu@ibm.com,001-416-488-6622x358,Full-Time,TCS,Beginner,No,No,81,60,6,No,994109742,47.15,189858,Stable,1,23.5,9.7,20.08,94,6,0.79,1.0
cb994f05-996d-4d1b-9189-d265009d34d2,Edward,Johnson,23,Male,AWS,Finance,Financial Analyst,19,127399,2018-09-10,Norrisland,2,No,Bachelor,Python,3,3,25,Never,34299,25,36,19,4780,31,Divorced,edward.johnson@google.com,001-222-812-8949x774,Full-Time,Google,Intermediate,No,No,77,54,8,Yes,137189580,31.5,166508,Down,83,6.6,9.54,9.96,81,7,0.32,0.05
bc811aa1-bd87-4cc3-80e7-953510513be3,Justin,Roberts,39,Female,AWS,IT,Financial Analyst,31,161627,2021-09-23,South Ginaville,4,No,Bachelor,Python,9,6,17,1971,19333,46,47,0,3521,5,Divorced,justin.roberts@microsoft.com,196-181-2194x34254,Full-Time,TCS,Beginner,Yes,No,83,56,3,Yes,307230139,47.78,370309,Up,10,15.6,3.62,24.36,50,4,0.1,0.21
fc91d02c-3dce-41e3-a1d7-959ab88c9f72,Brian,Harris,24,Male,AWS,HR,Sales Executive,26,150342,2020-11-06,South Jasonberg,1,No,PhD,Python,14,10,3,1991,18981,99,59,30,5334,34,Widowed,brian.harris@ibm.com,+1-215-795-2441x684,Full-Time,AWS,Expert,Yes,Yes,97,99,2,No,183356186,29.9,453272,Stable,37,6.45,11.05,34.0,92,7,0.33,0.79
2208e26a-e13e-40df-8c16-0960daf82285,Mary,Durham,51,Other,IBM,Marketing,Sales Executive,4,226165,2021-07-15,Franklinberg,3,Yes,Master,JavaScript,8,9,24,1977,10834,1,37,43,9093,15,Divorced,mary.durham@tcs.com,664-832-5931x2493,Full-Time,AWS,Beginner,No,Yes,59,58,10,No,309169788,42.84,497250,Stable,16,18.95,2.49,17.06,70,3,0.76,0.03
c78295ba-9a5f-43d2-a3b2-2ff350380c22,Joshua,Wilson,37,Female,Google,Marketing,Software Engineer,8,165509,2020-07-05,West Coreyport,1,No,PhD,Python,8,0,9,2009,18133,20,57,30,7888,14,Widowed,joshua.wilson@ibm.com,001-544-185-7960x2116,Full-Time,TCS,Intermediate,No,No,59,85,3,No,951943459,25.61,176434,Down,18,34.43,6.97,14.09,65,3,0.34,0.6
